twitter;categorizacion;subcategoria
El Trabajo;prensa;
El Mercurio de Valparaiso;prensa;
La Estrella de Valparaiso;prensa;
Radio Valparaiso;prensa;
El Libertador;prensa;
San Vicente;prensa;
El Rancaguino;prensa;
El tipografo;prensa;
Diario VI Region;prensa;
Ufro Vision Television;prensa;
La Prensa;prensa;
Lector;prensa;
El Sur;prensa;
Diario Concepcion;prensa;
La Tribuna;prensa;
Noticias;prensa;
La Estrella de Chiloe;prensa;
El Insular;prensa;
El Austral de Osorno;prensa;
El Llanquihue;prensa;
El Heraldo Austral;prensa;
El diario de Aysen;prensa;
Tv Punta Arenas;prensa;
El Pingüino;prensa;
La Prensa Austral;prensa;
Arica tv;prensa;
La Estrella de Arica;prensa;
Estrella de Arica;prensa;
Cronica Chillan;prensa;
40 Principales;prensa;
Agricultura;prensa;
Armonía;prensa;
Beethoven;prensa;
Bío Bío;prensa;
Cámara de Diputados;prensa;
Carolina;prensa;
Chilefolklore;prensa;
Concierto;prensa;
Cooperativa;prensa;
Corazón;prensa;
Digital FM;prensa;
Duna;prensa;
El Conquistador;prensa;
El Diario Financiero;prensa;
El Mercurio;prensa;
FM dos;prensa;
Futuro;prensa;
Imagina;prensa;
Infinita;prensa;
La Cuarta;prensa;
La Tercera;prensa;
Las Ultimas Noticias;prensa;
Publimetro;prensa;
Punto 7;prensa;
Radio Activa;prensa;
Radio x;prensa;
Romántica;prensa;
Universidad Central;prensa;
Universidad de Chile;prensa;
Candela;prensa;
Carnaval;prensa;
FM Tiempo;prensa;
La Hora;prensa;
Labrador;prensa;
Universo;prensa;
Zero;prensa;
TVN Chile;prensa;
Chilevision;prensa;
Canal 13;prensa;
Mega tv;prensa;
La red tv;prensa;
Estv;prensa;
Tv Senado;prensa;
Camara de diputados television;prensa;
24 Horas;prensa;
ADN radio;prensa;
Ahora Noticias;prensa;
BioBioChiletv;prensa;
Ciper;prensa;
El Ciudadano;prensa;
El Dinamo;prensa;
El Mostrador;prensa;
El Quinto poder;prensa;
Emol;prensa;
Estrategia;prensa;
La Nacion;prensa;
La Segunda;prensa;
Revista Capital;prensa;
The Clinic Online;prensa;
Coyhaique;prensa;
Guayacán FM;prensa;
Mania;prensa;
Cautiva;prensa;
Punto 9;prensa;
Consejo de Pueblos Atacameños;prensa;
Poder y Liderazgo;prensa;
Diario U Chile;prensa;
Nuevo Mundo;prensa;
El Proa;prensa;
UCV Valparaiso;prensa;
La Tercera;prensa;
El Mercurio;prensa;
Radio Biobío;prensa;
El Mostrador;prensa;
El Dínamo;prensa;
